pq_area,pq_id,pq_nome,pq_PrefReg,uc_nome,uc_categor,uc_lei,uc_gestao,uc_area,layer,path,area_pq_m2,cd_categ,area_veg_m
"49756.05","120",Mongagua - Francisco Menegolo,Ermelino Matarazzo,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,5808.50550,"11.00",4774.06925
"49756.05","121",Mongagua - Francisco Menegolo,Ermelino Matarazzo,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,3697.86762,"13.00",3607.18760
"49756.05","122",Mongagua - Francisco Menegolo,Ermelino Matarazzo,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,10790.02625,"11.00",3092.79608
"49756.05","122",Mongagua - Francisco Menegolo,Ermelino Matarazzo,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,10790.02625,"13.00",4997.61557
"23722.76","123",Sena,Jacana/Tremembe,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,23722.85935,"13.00",23003.63904
"23722.76","123",Sena,Jacana/Tremembe,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,23722.85935,"14.00",17.46351
"5557.45","124",Ermelino Matarazzo - Dom Paulo Evaristo Arns,Ermelino Matarazzo,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,5557.42740,"13.00",4276.93827
"69147.34","125",Guanhembu - Benedicta Ramos Caruso,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,27446.71824,"11.00",5301.85628
"69147.34","125",Guanhembu - Benedicta Ramos Caruso,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,27446.71824,"13.00",13042.41916
"69147.34","126",Guanhembu - Benedicta Ramos Caruso,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,41700.69803,"13.00",35993.55922
"123361.8","127",Castelo,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,123361.88071,"11.00",20959.19844
"123361.8","127",Castelo,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,123361.88071,"13.00",69609.09980
"123361.8","127",Castelo,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,123361.88071,"14.00",0.64238
"123361.8","127",Castelo,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,123361.88071,"7.00",11465.18695
"276225.8","128",Nove De Julho,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,276225.98383,"11.00",92595.85964
"276225.8","128",Nove De Julho,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,276225.98383,"13.00",25773.14364
"276225.8","128",Nove De Julho,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,276225.98383,"14.00",14683.70912
"276225.8","128",Nove De Julho,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,276225.98383,"7.00",91327.15298
"276225.8","128",Nove De Julho,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,276225.98383,"8.00",2313.21990
"627568","129",Vila Do Rodeio,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,627568.03221,"11.00",216191.62126
"627568","129",Vila Do Rodeio,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,627568.03221,"13.00",44591.00211
"627568","129",Vila Do Rodeio,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,627568.03221,"14.00",8868.94352
"627568","129",Vila Do Rodeio,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,627568.03221,"3.00",127408.29918
"627568","129",Vila Do Rodeio,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,627568.03221,"9.00",172710.43601
"180175.6","130",Ciencia,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,180175.73198,"11.00",6305.82951
"180175.6","130",Ciencia,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,180175.73198,"13.00",36043.66115
"180175.6","130",Ciencia,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,180175.73198,"14.00",0.06713
"180175.6","130",Ciencia,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,180175.73198,"2.00",120882.20318
"180175.6","130",Ciencia,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,180175.73198,"3.00",9025.39968
"31001.21","131",Ribeirao Oratorio,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,31001.21363,"11.00",10177.48210
"31001.21","131",Ribeirao Oratorio,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,31001.21363,"13.00",3853.74949
"31001.21","131",Ribeirao Oratorio,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,31001.21363,"14.00",7055.71791
"91284.84","132",Sete Campos,Cidade Ademar,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,91284.82374,"11.00",39315.33388
"91284.84","132",Sete Campos,Cidade Ademar,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,91284.82374,"13.00",85.78276
"91284.84","132",Sete Campos,Cidade Ademar,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,91284.82374,"14.00",1452.89633
"21815.85","133",Vila Guilherme,Vila Maria/Vila Guilherme,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,21815.82573,"11.00",1542.67428
"21815.85","133",Vila Guilherme,Vila Maria/Vila Guilherme,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,21815.82573,"13.00",17046.70388
"88590.84","134",Trote,Vila Maria/Vila Guilherme,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,88590.87980,"11.00",42216.98614
"88590.84","134",Trote,Vila Maria/Vila Guilherme,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,88590.87980,"13.00",9572.04077
"88590.84","134",Trote,Vila Maria/Vila Guilherme,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,88590.87980,"14.00",7095.91373
"38843.52","135",Tenente Brigadeiro Roberto Faria Lima,Vila Maria/Vila Guilherme,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,38843.50609,"13.00",31536.57817
"118530.6","136",Consciencia Negra,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,118530.61831,"11.00",48691.84335
"118530.6","136",Consciencia Negra,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,118530.61831,"13.00",2853.60143
"118530.6","136",Consciencia Negra,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,118530.61831,"15.00",59785.61201
"118530.6","136",Consciencia Negra,Cidade Tiradentes,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,118530.61831,"2.00",35.39948
"216041.4","137",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,5894.20137,"11.00",2414.37839
"216041.4","137",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,5894.20137,"13.00",163.53029
"216041.4","138",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,14069.42711,"13.00",11010.89728
"216041.4","139",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,4937.94354,"13.00",383.91825
"216041.4","140",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,1466.61041,"11.00",648.23327
"216041.4","141",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,3358.89130,"13.00",52.92375
"216041.4","142",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,2920.95777,"11.00",746.48686
"216041.4","142",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,2920.95777,"13.00",1484.13124
"216041.4","143",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,3012.64750,"11.00",1599.35618
"216041.4","144",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,3236.82713,"11.00",1521.25287
"216041.4","144",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,3236.82713,"13.00",457.14552
"216041.4","144",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,3236.82713,"14.00",101.22952
"216041.4","145",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,6882.57821,"11.00",3169.05201
"216041.4","145",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,6882.57821,"13.00",567.10593
"216041.4","146",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,2197.22108,"11.00",76.92384
"216041.4","146",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,2197.22108,"14.00",992.94540
"216041.4","147",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,7317.19494,"11.00",3962.92323
"216041.4","147",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,7317.19494,"13.00",407.94045
"216041.4","148",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,3636.22619,"13.00",1826.78613
"216041.4","150",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,18436.52042,"11.00",9556.31668
"216041.4","150",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,18436.52042,"13.00",1829.93105
"216041.4","150",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,18436.52042,"14.00",158.32251
"216041.4","151",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,232.65359,"13.00",222.48410
"216041.4","154",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,40138.12028,"11.00",10823.03491
"216041.4","154",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,40138.12028,"13.00",10640.04823
"216041.4","154",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,40138.12028,"14.00",509.75221
"216041.4","155",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,54760.70028,"11.00",36715.93130
"216041.4","155",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,54760.70028,"13.00",4392.33990
"216041.4","155",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,54760.70028,"14.00",925.25040
"216041.4","156",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,2371.30062,"11.00",1358.11975
"216041.4","157",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,5182.22931,"11.00",2373.20407
"216041.4","157",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,5182.22931,"13.00",691.15399
"216041.4","158",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,35914.42286,"11.00",16603.30998
"216041.4","158",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,35914.42286,"13.00",591.90960
"216041.4","158",Zilda Arns Neumann,Sapopemba,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,35914.42286,"14.00",1695.43016
"18109.79","159",Tatuape - Lions Clube Penha,Mooca,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,18109.82479,"13.00",14962.28635
"98279.11","160",Piqueri,Mooca,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,98279.13204,"13.00",93341.92095
"20608.47","161",Benemerito Jose Bras,Mooca,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,20608.47237,"11.00",5588.24973
"20608.47","161",Benemerito Jose Bras,Mooca,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,20608.47237,"13.00",5150.21095
"20608.47","161",Benemerito Jose Bras,Mooca,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,20608.47237,"14.00",2438.44359
"77419.68","162",Shangrila,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,50223.08789,"10.00",40131.17367
"77419.68","162",Shangrila,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,50223.08789,"11.00",2282.24742
"77419.68","162",Shangrila,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,50223.08789,"13.00",5989.50708
"77419.68","162",Shangrila,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,50223.08789,"7.00",552.08057
"77419.68","162",Shangrila,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,50223.08789,"8.00",143.42783
"77419.68","163",Shangrila,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,15492.61182,"13.00",13359.17287
"77419.68","164",Shangrila,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,11704.01907,"13.00",11520.63754
"185229.3","165",Barragem De Guarapiranga,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,185229.45501,"11.00",100271.42799
"185229.3","165",Barragem De Guarapiranga,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,185229.45501,"14.00",17388.36102
"185229.3","165",Barragem De Guarapiranga,Capela Do Socorro,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,185229.45501,"7.00",3255.01984
"49666.44","166",Corrego Do Bananal-Canivete,Freguesia Do O/brasilandia,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,49666.47343,"11.00",31403.91688
"49666.44","166",Corrego Do Bananal-Canivete,Freguesia Do O/brasilandia,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,49666.47343,"13.00",186.52327
"49666.44","166",Corrego Do Bananal-Canivete,Freguesia Do O/brasilandia,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,49666.47343,"14.00",3169.50007
"192699.8","167",Tiquatira - Engenheiro Werner Eugenio Zulauf,Penha,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,134844.69083,"11.00",2352.49984
"192699.8","167",Tiquatira - Engenheiro Werner Eugenio Zulauf,Penha,,,,,,FIX_SIRGAS_SHP_parquemunicipal,G:/Meu Drive/Universidade/LEQuE/ANDREA LEQUE/0_pqcateg/FIX_SIRGAS_SHP_parquemunicipal.shp,134844.69083,"13.00",117647.98253
