"ID","nome_pq","class_area_verde","categoria_area_verde","area_pq","cd_coord_x","cd_coord_y"
421,"LINEAR DO RIBEIRAO PERUS FASE 3","Parque Municipal Proposto: em Implantação","Linear",72171.52,321060.996808511,7410362.37787234
434,"LINEAR GUARATIBA","Parque Municipal Proposto: em Implantação","Linear",41573.2,354886.987777778,7395530.03111111
434,"LINEAR GUARATIBA CENTRAL GUAIANASES","Parque Municipal Proposto: em Planejamento","Linear",170261.1,355204.332105263,7394104.74210526
434,"LINEAR GUARATIBA FASE 1","Parque Municipal Existente","Linear",22280.79,355025.85125,7395801.0175
434,"LINEAR GUARATIBA FASE 2","Parque Municipal Proposto: em Implantação","Linear",575523.84,355151.767032967,7394204.66384615
434,"LINEAR GUARATIBA FASE 3","Parque Municipal Proposto: em Planejamento","Linear",344286.77,354332.024081633,7396829.54897959
434,"LINEAR GUARATIBA PISCINAO SAO MATEUS","Parque Municipal Proposto: em Planejamento","Linear",157874,354990.02,7394288.636
441,"LINEAR ITAPAIUNA","Parque Municipal Proposto: em Implantação","Linear",159495.38,323748.995,7385017.80583333
443,"LINEAR ITUPU","Parque Municipal Proposto: em Implantação","Linear",6510.25,320463.22,7378375.45
444,"LINEAR IVAR BECKMAN (DINIZ)","Parque Municipal Proposto: em Implantação","Linear",29252.22,319481.890714286,7385569.6
448,"LINEAR LIMOEIRO FASE 1","Parque Municipal Proposto: em Implantação","Linear",266455.65,355003.615217391,7387895.58347826
448,"LINEAR LIMOEIRO FASE 2","Parque Municipal Proposto: em Planejamento","Linear",330628.18,354426.245145631,7388500.2392233
449,"LINEAR NAIR BELLO","Parque Municipal Proposto: em Implantação","Linear",246268.57,347326.941333333,7391935.608
450,"LINEAR NASCENTES DO ARICANDUVA","Parque Municipal Proposto: em Implantação","Linear",467499.03,356598.063114754,7388812.74245902
451,"LINEAR NASCENTES DO JAGUARE","Parque Municipal Proposto: em Implantação","Linear",88362.56,317692.1625,7388948.74346154
458,"LINEAR PIRES CABORE","Parque Municipal Proposto: em Implantação","Linear",80593.83,322473.999090909,7387830.37363636
459,"LINEAR RIO VERDE FASE 1","Parque Municipal Proposto: em Implantação","Linear",14399.97,350979.824,7395712.15
459,"LINEAR RIO VERDE FASE 2","Parque Municipal Proposto: em Planejamento","Linear",28176.74,351131.078333333,7395822.08833333
459,"LINEAR RIO VERDE FASE 3","Parque Municipal Proposto: em Planejamento","Linear",76255.22,350729.957142857,7395116.04714286
459,"LINEAR RIO VERDE FASE 4","Parque Municipal Proposto: em Planejamento","Linear",570723.93,350588.292704918,7394946.11655738
460,"LINEAR SERGIO VIEIRA DE MELLO (CORREGO ITARARE)","Parque Municipal Proposto: em Implantação","Linear",64939.74,322970.558235294,7388938.82176471
460,"LINEAR SERGIO VIEIRA DE MELO (CORREGO ITARARE) - PRACA","Parque Municipal Proposto: em Implantação","Linear",975.42,323350.19,7388033.58
462,"MATA SETE CRUZES","Parque Municipal Proposto: em Implantação","Urbano",893418.22,358535.216451613,7390117.39741935
463,"PARAISOPOLIS FASE 2","Parque Municipal Proposto: em Implantação","Urbano",11048.36,326222.61,7386942.66
464,"ROSA DA CHINA","Parque Municipal Proposto: em Implantação","Urbano",29746.66,346948.38,7387069.26333333
466,"SAVOY","Parque Municipal Proposto: em Implantação","Urbano",777764.27,348332.278846154,7391995.21730769
469,"SITIO MORRINHOS","Parque Municipal Proposto: em Implantação","Urbano",46040.23,331564.82,7399463.05375
473,"NATURAL MUNICIPAL CRATERA DE COLONIA","Parque Municipal Proposto: em Implantação","Natural",535460.02,326168.980526316,7357919.48789474
475,"AUGUSTA","Parque Municipal Proposto: em Planejamento","Urbano",24510.64,331684.408888889,7394580.12777778
476,"CLUBE MATARAZZO","Parque Municipal Proposto: em Planejamento","Urbano",26690.46,329802.161428571,7398930.08
477,"MATA DA RUA DOS RODRIGUES","Parque Municipal Proposto: em Planejamento","Urbano",8578.8,328237.174,7401045.116
478,"MATA DO IPESP","Parque Municipal Proposto: em Planejamento","Urbano",6015.975,324684.93,7391465.02
482,"LINEAR SARAH","Parque Municipal Proposto: em Planejamento","Linear",25267.16,319950.158181818,7391411.82181818
483,"LINEAR_SUB_PARELHEIROS","Parque Municipal Proposto: em Planejamento","Linear",25746.43,323099.77,7365208.43
484,"LUTA_DOS_QUEIXADAS","Parque Municipal Proposto: em Planejamento","Linear",369360.48,320128.771111111,7411038.86111111
485,"PARQUE DA MOOCA","Parque Municipal Proposto: em Planejamento","a definir",51232.57,337271.77,7392166.94
486,"MORUMBI SUL","Parque Municipal Proposto: em Implantação","Urbano",83503.76,320753.47125,7384421.665
488,"FERNANDO COSTA (AGUA BRANCA)","Parque Estadual Urbano","Urbano",194357.49,329333.253023256,7396713.39465116
489,"VILLA LOBOS","Parque Estadual Urbano","Urbano",765342.88,323751.135376344,7394999.29537634
490,"HORTO FLORESTAL","Parque Estadual Urbano","Urbano",2977258.6,332397.805831325,7404762.55380723
491,"JUVENTUDE","Parque Estadual Urbano","Urbano",208259.08,334559.542888889,7399388.38844444
492,"BELEM","Parque Estadual Urbano","Urbano",207285.75,337867.534901961,7396453.08078431
495,"ECOLOGICO DO TIETE","Parque Estadual Urbano","Urbano",10968981.08,347612.446766467,7401673.69685629
496,"ECOLOGICO DO GUARAPIRANGA","Parque Estadual Urbano","Urbano",3433859.55,320054.466930233,7377096.7512093
497,"JAGUARE","Parque Estadual de Proteção Integral","Proteção Integral",4426725.01,319729.629072165,7404161.53835052
498,"SERRA DO MAR (TRECHO SP)","Parque Estadual de Proteção Integral","Proteção Integral",68791948.62,327122.937829181,7338907.00045077
500,"SERRA DA CANTAREIRA","Parque Estadual de Proteção Integral","Proteção Integral",42247363.07,329392.75,7406854.2
501,"FONTES DO IPIRANGA","Parque Estadual de Proteção Integral","Proteção Integral",4836136.34,333314.240608108,7358760.7885473
